"Points:0","Points:1","Points:2"
0.1068943,0.10462944,0.58599544
0.10689192,0.11388672,0.58629632
0.10688955,0.12314215,0.58658892
0.10688718,0.13239585,0.58687991
0.10688472,0.14170256,0.58718681
0.10688024,0.15127896,0.58773398
0.10687421,0.160951,0.58842677
0.10686817,0.17061941,0.58912927
0.10686211,0.18031469,0.58983946
0.10685564,0.19019453,0.59060603
0.10684846,0.20023824,0.59141892
0.10684093,0.21032766,0.59228539
0.10683339,0.22043736,0.59316248
0.10682577,0.230707,0.59405237
0.10681823,0.24112365,0.59494591
0.10681125,0.25165704,0.5957908
0.10680445,0.26223511,0.59662741
0.10679771,0.27296045,0.5974437
0.10679147,0.28384086,0.59817761
0.1067863,0.29489076,0.59877306
0.10678285,0.30616808,0.59922373
0.10677982,0.31762028,0.59962505
0.1067773,0.32926118,0.59993923
0.10677552,0.34113252,0.60014892
0.1206829,0.10462937,0.58599734
0.12067577,0.11388649,0.58629775
0.12066865,0.12314177,0.58659023
0.12066153,0.13239531,0.5868811
0.12065414,0.14170188,0.58718795
0.12064072,0.15127821,0.58773488
0.12062261,0.16095018,0.58842742
0.1206045,0.17061853,0.58912969
0.12058632,0.18031375,0.58983958
0.12056691,0.19019361,0.59060591
0.12054536,0.20023748,0.5914185
0.12052279,0.21032701,0.59228468
0.12050017,0.22043686,0.59316152
0.1204773,0.23070666,0.59405118
0.12045468,0.24112365,0.59494436
0.12043374,0.25165755,0.59578902
0.12041333,0.26223606,0.59662539
0.12039313,0.27296191,0.59744138
0.12037439,0.28384289,0.59817517
0.12035889,0.29489326,0.59877062
0.12034855,0.30617115,0.59922135
0.12033945,0.31762385,0.59962261
0.12033189,0.32926512,0.59993684
0.12032656,0.34113663,0.60014647
0.13447149,0.10462929,0.58599901
0.13445961,0.11388627,0.58629918
0.13444774,0.12314139,0.58659154
0.13443588,0.13239479,0.58688235
0.13442357,0.14170119,0.58718902
0.1344012,0.15127747,0.58773577
0.13437101,0.16094938,0.58842802
0.13434084,0.17061765,0.58913004
0.13431053,0.18031281,0.58983976
0.13427819,0.19019267,0.5906058
0.13424228,0.20023674,0.59141809
0.13420466,0.21032637,0.59228402
0.13416696,0.22043633,0.59316057
0.13412884,0.2307063,0.59404993
0.13409114,0.24112365,0.59494281
0.13405623,0.25165805,0.59578729
0.13402222,0.26223704,0.59662342
0.13398856,0.2729634,0.59743911
0.13395731,0.28384492,0.59817278
0.13393149,0.2948958,0.59876817
0.13391425,0.30617422,0.5992189
0.13389909,0.31762743,0.59962016
0.13388649,0.32926905,0.5999344
0.13387759,0.34114072,0.60014409
0.14826009,0.10462921,0.58600068
0.14824346,0.11388604,0.58630061
0.14822684,0.12314101,0.58659285
0.14821023,0.13239425,0.58688354
0.148193,0.14170051,0.58719015
0.14816169,0.15127671,0.58773661
0.14811942,0.16094856,0.58842868
0.14807719,0.17061678,0.58913046
0.14803475,0.18031187,0.58983994
0.14798948,0.19019173,0.59060568
0.14793919,0.20023598,0.59141767
0.14788651,0.21032573,0.59228337
0.14783375,0.22043583,0.59315962
0.14778037,0.23070596,0.59404868
0.14772761,0.24112365,0.59494132
0.14767872,0.25165853,0.5957855
0.14763111,0.262238,0.59662139
0.14758399,0.27296486,0.59743685
0.14754024,0.28384691,0.5981704
0.14750408,0.29489833,0.59876579
0.14747994,0.30617729,0.59921646
0.14745872,0.31763101,0.59961772
0.14744107,0.32927299,0.59993196
0.14742863,0.34114483,0.60014164
0.1619169,0.1046285,0.58600885
0.1618997,0.1138839,0.58630866
0.16188249,0.12313744,0.5866006
0.16186529,0.13238928,0.58689094
0.16184731,0.14169411,0.58719718
0.16181237,0.1512693,0.58774292
0.16176638,0.16094071,0.58843404
0.16172037,0.17060852,0.58913493
0.16167405,0.18030322,0.58984345
0.16162409,0.19018282,0.59060824
0.1615672,0.20022739,0.5914191
0.16150723,0.210318,0.59228361
0.16144708,0.22042894,0.59315866
0.16138618,0.23070002,0.59404653
0.16132617,0.24111907,0.5949381
0.16126935,0.25165588,0.59578139
0.16121365,0.26223752,0.59661645
0.16115867,0.27296659,0.59743112
0.16110823,0.28385103,0.59816408
0.16106787,0.29490465,0.59875929
0.16103873,0.30618519,0.59920996
0.16101259,0.3176403,0.59961122
0.16099122,0.32928336,0.59992552
0.16097684,0.34115583,0.60013527
0.17554934,0.10462756,0.58602017
0.17553224,0.11388111,0.58631951
0.17551512,0.12313281,0.58661097
0.17549799,0.13238281,0.58690089
0.17547989,0.1416858,0.58720666
0.17544191,0.15125962,0.58775139
0.17539346,0.16093044,0.58844131
0.17534496,0.17059767,0.58914101
0.17529608,0.18029179,0.58984828
0.17524277,0.19017103,0.59061176
0.17518042,0.20021601,0.59142113
0.17511432,0.2103077,0.59228396
0.17504796,0.22041973,0.59315753
0.17498083,0.23069201,0.59404385
0.17491508,0.24111289,0.59493387
0.17485124,0.25165218,0.5957759
0.1747883,0.26223668,0.59660983
0.1747264,0.27296877,0.59742355
0.17467041,0.2838563,0.5981558
0.1746273,0.2949129,0.59875071
0.17459337,0.30619562,0.59920132
0.17456242,0.31765264,0.59960264
0.17453757,0.32929713,0.59991705
0.17452164,0.34117043,0.60012686
0.1891818,0.10462663,0.58603173
0.18916477,0.11387832,0.58633029
0.18914774,0.12312818,0.58662134
0.18913068,0.13237633,0.58691084
0.18911247,0.14167747,0.5872162
0.18907146,0.15124993,0.58775991
0.18902054,0.16092016,0.58844858
0.18896954,0.17058681,0.58914709
0.1889181,0.18028037,0.58985311
0.18886143,0.19015926,0.59061527
0.18879364,0.20020464,0.59142309
0.1887214,0.21029741,0.59228438
0.18864886,0.22041053,0.59315634
0.18857549,0.23068403,0.59404111
0.18850397,0.2411067,0.59492964
0.18843311,0.25164852,0.59577042
0.18836294,0.26223588,0.59660327
0.18829413,0.27297091,0.59741592
0.18823259,0.28386161,0.59814745
0.18818673,0.29492119,0.59874213
0.18814801,0.30620602,0.59919274
0.18811226,0.31766498,0.59959412
0.1880839,0.32931089,0.59990853
0.18806644,0.34118503,0.6001184
0.20283775,0.10462565,0.58604473
0.2028199,0.11387537,0.58634245
0.20280206,0.12312327,0.58663297
0.20278423,0.13236947,0.58692199
0.20276503,0.14166866,0.58722681
0.2027196,0.15123968,0.58776945
0.2026643,0.1609093,0.58845675
0.202609,0.17057535,0.58915389
0.20255332,0.18026835,0.58985859
0.20249164,0.19014685,0.59061927
0.2024167,0.20019266,0.59142554
0.20233662,0.21028659,0.5922851
0.20225638,0.22040085,0.59315526
0.20217539,0.23067562,0.59403837
0.20209686,0.24110018,0.5949254
0.20201793,0.25164455,0.59576482
0.20193961,0.26223496,0.59659654
0.20186308,0.27297309,0.59740818
0.20179532,0.28386703,0.59813899
0.20174611,0.29492968,0.59873337
0.20170236,0.30621672,0.59918392
0.20166169,0.31767759,0.59958541
0.20162973,0.3293249,0.59989995
0.20161059,0.34119987,0.60010988
0.21660894,0.10462365,0.58607388
0.21658592,0.11386938,0.58637106
0.2165629,0.1231133,0.58666056
0.21653987,0.13235556,0.58694851
0.21651526,0.14165078,0.58725226
0.21645975,0.15121879,0.58779252
0.21639052,0.16088691,0.5884769
0.21632127,0.17055154,0.58917099
0.21625154,0.1802431,0.58987266
0.21617465,0.19012049,0.59063011
0.21608292,0.20016696,0.59143269
0.21598549,0.21026321,0.5922882
0.21588783,0.22037983,0.59315449
0.21578921,0.23065713,0.59403372
0.21569291,0.24108514,0.59491694
0.21559872,0.2516351,0.59575337
0.21550645,0.26223239,0.59658271
0.21541625,0.27297753,0.59739226
0.21533655,0.28387883,0.59812164
0.21527612,0.29494822,0.59871554
0.21522485,0.30623934,0.59916645
0.21517788,0.31770369,0.59956837
0.21514134,0.32935378,0.59988332
0.21511926,0.34123033,0.6000936
0.23038001,0.10462156,0.58610511
0.2303517,0.11386313,0.58640116
0.23032337,0.12310291,0.58668953
0.23029506,0.13234103,0.58697629
0.23026484,0.14163212,0.58727884
0.23019877,0.15119699,0.5878166
0.23011518,0.16086356,0.58849776
0.23003158,0.17052665,0.58918864
0.22994743,0.18021674,0.58988702
0.22985481,0.19009297,0.59064102
0.22974554,0.20014015,0.59143972
0.2296301,0.21023883,0.59229094
0.22951442,0.22035791,0.593153
0.22939762,0.23063788,0.59402806
0.22928292,0.24106964,0.59490728
0.22917277,0.2516256,0.5957405
0.22906594,0.26223013,0.59656721
0.22896157,0.27298275,0.5973745
0.22886975,0.28389192,0.59810239
0.22879772,0.29496855,0.59869587
0.22873841,0.30626431,0.59914714
0.22868477,0.31773263,0.59954953
0.22864354,0.32938576,0.59986502
0.22861849,0.34126407,0.60007566
0.2441511,0.10461947,0.58613682
0.24411747,0.11385689,0.58643126
0.24408387,0.12309252,0.58671844
0.24405025,0.13232651,0.58700413
0.24401443,0.14161348,0.58730549
0.24393782,0.1511752,0.58784074
0.24383986,0.16084021,0.58851868
0.24374191,0.1705018,0.58920628
0.24364334,0.18019038,0.58990145
0.243535,0.19006544,0.59065199
0.2434082,0.20011333,0.59144676
0.24327475,0.21021445,0.59229368
0.24314106,0.22033598,0.59315151
0.24300605,0.23061863,0.59402239
0.24287294,0.24105413,0.59489769
0.24274683,0.25161603,0.59572768
0.24262543,0.26222786,0.59655178
0.24250691,0.27298793,0.59735674
0.24240296,0.283905,0.59808314
0.2423193,0.2949889,0.59867615
0.24225198,0.30628929,0.59912789
0.24219164,0.31776154,0.59953076
0.24214573,0.32941777,0.59984672
0.24211769,0.34129784,0.60005766
0.2579405,0.10461736,0.58617353
0.25790074,0.11385057,0.58646595
0.25786102,0.12308202,0.58675176
0.25782129,0.13231185,0.58703601
0.25777903,0.14159465,0.58733594
0.2576904,0.15115318,0.58786839
0.25757599,0.16081659,0.58854246
0.25746176,0.17047662,0.58922631
0.2573469,0.18016368,0.58991772
0.25722098,0.19003753,0.59066427
0.25707456,0.20008621,0.59145463
0.25692093,0.21018994,0.59229672
0.25676724,0.22031412,0.59314978
0.25661224,0.23059963,0.59401602
0.25645906,0.24103907,0.59488684
0.2563152,0.25160739,0.59571326
0.25617778,0.26222718,0.59653455
0.25604382,0.27299538,0.59733707
0.25592658,0.28392094,0.5980618
0.25583047,0.29501268,0.59865433
0.25575465,0.30631787,0.59910655
0.25568727,0.3177942,0.59951013
0.25563625,0.32945356,0.59982675
0.2556048,0.34133548,0.60003817
0.27183819,0.10461487,0.58622354
0.2717889,0.11384311,0.58651459
0.2717396,0.12306964,0.58679819
0.27169037,0.13229457,0.58708036
0.27163815,0.14157246,0.58737808
0.27153102,0.15112737,0.58790624
0.2713913,0.16078894,0.58857477
0.27125177,0.17044717,0.58925295
0.27111155,0.18013251,0.58993858
0.27095824,0.19000503,0.59067899
0.27078143,0.200055,0.59146273
0.27059576,0.21016231,0.59229761
0.27041,0.22029012,0.5931434
0.2702226,0.23057956,0.59400243
