"Points:0","Points:1","Points:2"
0.10638952,0.10543311,0.60173243
0.1063892,0.11629933,0.60179114
0.10638889,0.12716553,0.60184985
0.10638858,0.13803172,0.60190845
0.10638819,0.14896244,0.60197723
0.1063873,0.16012162,0.60211939
0.10638641,0.17128125,0.60226262
0.10638551,0.18244085,0.60240561
0.1063846,0.19363506,0.60255021
0.10638346,0.20501281,0.60272139
0.10638224,0.21642663,0.60290074
0.10638103,0.22784044,0.60307986
0.10637981,0.2392808,0.60325903
0.10637861,0.25090376,0.6034407
0.10637742,0.26261738,0.60362327
0.10637623,0.274331,0.60380554
0.10637505,0.28606766,0.60398728
0.106374,0.29796678,0.60415673
0.10637321,0.30997413,0.60429597
0.10637242,0.32198337,0.60443395
0.10637164,0.33401418,0.60457098
0.10637105,0.34619826,0.60467941
0.1063708,0.3585265,0.60472739
0.10637058,0.37086514,0.60477054
0.11916856,0.10543306,0.60173309
0.11916761,0.11629918,0.60179174
0.11916666,0.12716529,0.60185045
0.11916573,0.13803139,0.60190904
0.11916457,0.14896201,0.60197777
0.1191619,0.16012113,0.60211986
0.11915921,0.17128068,0.60226303
0.11915653,0.18244021,0.60240597
0.1191538,0.19363435,0.60255045
0.11915036,0.20501211,0.60272157
0.11914673,0.21642596,0.60290092
0.11914309,0.2278398,0.60307992
0.11913945,0.23928021,0.60325903
0.11913583,0.25090325,0.60344058
0.11913226,0.26261699,0.60362309
0.1191287,0.27433074,0.60380524
0.11912514,0.28606755,0.60398692
0.119122,0.29796678,0.60415632
0.11911961,0.30997437,0.60429555
0.11911726,0.32198378,0.60443348
0.11911492,0.33401477,0.60457051
0.11911313,0.34619901,0.60467893
0.11911239,0.3585273,0.60472685
0.11911175,0.370866,0.60477006
0.13194759,0.10543302,0.60173374
0.13194603,0.11629904,0.6017924
0.13194445,0.12716505,0.60185099
0.13194287,0.13803107,0.60190958
0.13194095,0.14896157,0.6019783
0.13193651,0.16012062,0.60212034
0.13193204,0.1712801,0.60226345
0.13192755,0.18243958,0.60240632
0.13192299,0.19363365,0.60255075
0.13191727,0.2050114,0.60272181
0.13191122,0.21642528,0.60290104
0.13190515,0.22783917,0.60307997
0.13189907,0.23927961,0.60325897
0.13189304,0.25090271,0.60344052
0.13188711,0.26261657,0.60362291
0.13188116,0.27433047,0.60380501
0.13187525,0.2860674,0.60398662
0.13186999,0.29796681,0.6041559
0.13186602,0.30997458,0.60429507
0.1318621,0.32198417,0.60443306
0.1318582,0.33401537,0.60457003
0.13185522,0.34619978,0.60467839
0.131854,0.35852811,0.60472637
0.13185291,0.37086684,0.60476953
0.14472663,0.10543296,0.60173434
0.14472443,0.1162989,0.60179299
0.14472222,0.12716481,0.60185158
0.14472002,0.13803072,0.60191017
0.14471732,0.14896114,0.60197884
0.14471111,0.16012011,0.60212088
0.14470483,0.17127953,0.60226387
0.14469856,0.18243894,0.60240668
0.14469218,0.19363293,0.60255104
0.14468418,0.2050107,0.60272199
0.1446757,0.21642461,0.60290116
0.14466721,0.22783853,0.60308003
0.14465871,0.239279,0.60325897
0.14465025,0.25090218,0.6034404
0.14464194,0.26261619,0.60362273
0.14463364,0.2743302,0.60380471
0.14462534,0.28606728,0.60398626
0.14461799,0.29796684,0.60415548
0.14461245,0.30997479,0.60429466
0.14460695,0.32198459,0.60443258
0.14460149,0.33401597,0.60456949
0.14459731,0.34620056,0.60467792
0.14459559,0.35852894,0.60472584
0.14459407,0.3708677,0.60476905
0.15750866,0.10543287,0.60173571
0.15750572,0.11629859,0.6017943
0.1575028,0.12716432,0.60185283
0.15749986,0.13803002,0.60191137
0.15749629,0.14896025,0.60197997
0.15748803,0.16011907,0.60212183
0.15747969,0.17127834,0.6022647
0.15747136,0.18243761,0.6024074
0.15746288,0.19363147,0.60255164
0.15745226,0.20500924,0.60272247
0.15744098,0.21642323,0.6029014
0.1574297,0.22783723,0.60308009
0.1574184,0.23927778,0.60325885
0.15740718,0.25090113,0.60344011
0.15739614,0.26261541,0.60362226
0.1573851,0.27432972,0.60380411
0.15737408,0.2860671,0.60398549
0.15736432,0.29796699,0.60415453
0.15735696,0.30997533,0.60429364
0.15734966,0.32198554,0.60443151
0.15734242,0.33401734,0.60456842
0.15733686,0.34620231,0.60467678
0.1573346,0.35853079,0.60472476
0.15733257,0.37086964,0.60476792
0.17029318,0.10543273,0.60173762
0.17028944,0.11629817,0.60179615
0.1702857,0.1271636,0.60185462
0.17028198,0.13802902,0.60191303
0.17027742,0.14895895,0.60198158
0.17026688,0.16011758,0.60212326
0.17025627,0.17127666,0.60226595
0.17024565,0.18243572,0.60240841
0.17023484,0.19362938,0.60255247
0.17022128,0.20500717,0.602723
0.17020692,0.21642128,0.60290176
0.17019255,0.22783539,0.60308015
0.17017816,0.23927605,0.60325867
0.17016384,0.25089961,0.60343969
0.17014977,0.26261434,0.6036216
0.17013571,0.27432907,0.60380316
0.17012167,0.28606683,0.6039843
0.17010924,0.29796723,0.60415316
0.17009984,0.30997619,0.60429221
0.17009056,0.32198697,0.60443002
0.17008132,0.33401936,0.60456681
0.17007424,0.34620488,0.60467511
0.17007135,0.35853353,0.6047231
0.17006879,0.3708725,0.60476631
0.18307769,0.10543258,0.60173953
0.18307316,0.11629774,0.60179794
0.18306862,0.12716289,0.60185635
0.18306407,0.13802801,0.60191476
0.18305853,0.14895765,0.60198319
0.18304574,0.16011609,0.60212469
0.18303284,0.17127496,0.60226715
0.18301992,0.18243383,0.60240942
0.18300681,0.1936273,0.60255331
0.18299033,0.20500509,0.6027236
0.18297286,0.21641931,0.60290205
0.1829554,0.22783354,0.60308027
0.18293791,0.23927434,0.60325849
0.18292052,0.25089812,0.60343927
0.18290341,0.26261327,0.60362095
0.18288632,0.27432841,0.60380226
0.18286927,0.28606659,0.6039831
0.18285415,0.29796746,0.60415173
0.18284273,0.30997702,0.60429072
0.18283144,0.32198843,0.60442847
0.18282023,0.33402142,0.6045652
0.18281162,0.34620747,0.60467345
0.1828081,0.3585363,0.60472149
0.18280499,0.37087539,0.6047647
0.19586222,0.10543244,0.60174143
0.19585687,0.1162973,0.60179979
0.19585153,0.12716217,0.60185814
0.19584619,0.13802701,0.60191643
0.19583966,0.14895637,0.6019848
0.19582461,0.16011459,0.60212606
0.19580941,0.17127328,0.6022684
0.19579421,0.18243195,0.6024105
0.19577876,0.19362521,0.60255414
0.19575937,0.20500302,0.60272419
0.19573881,0.21641736,0.60290241
0.19571826,0.22783169,0.60308033
0.19569765,0.23927261,0.60325831
0.19567718,0.25089663,0.60343885
0.19565704,0.26261219,0.60362023
0.19563693,0.27432773,0.60380131
0.19561686,0.28606635,0.60398197
0.19559906,0.29796767,0.60415035
0.19558562,0.30997786,0.60428929
0.19557233,0.32198986,0.60442692
0.19555913,0.33402345,0.60456359
0.195549,0.34621006,0.60467178
0.19554487,0.35853904,0.60471982
0.19554119,0.37087825,0.60476309
0.20865406,0.10543224,0.601744
0.20864767,0.11629672,0.60180223
0.20864129,0.12716119,0.60186046
0.2086349,0.13802566,0.6019187
0.2086271,0.14895461,0.60198694
0.20860912,0.16011257,0.60212791
0.20859095,0.17127101,0.60226995
0.2085728,0.18242943,0.60241175
0.20855434,0.19362247,0.6025551
0.2085312,0.2050003,0.60272485
0.20850664,0.21641481,0.60290265
0.20848212,0.22782934,0.60308021
0.20845753,0.23927042,0.60325783
0.20843309,0.25089478,0.60343796
0.20840907,0.26261094,0.60361904
0.20838507,0.2743271,0.60379976
0.20836112,0.28606629,0.60398
0.20833988,0.29796836,0.60414815
0.20832385,0.30997941,0.60428697
0.208308,0.32199231,0.60442454
0.20829225,0.33402681,0.60456109
0.20828015,0.34621423,0.60466921
0.20827521,0.35854346,0.60471731
0.20827083,0.37088284,0.60476065
0.22145101,0.10543202,0.60174698
0.22144341,0.11629605,0.60180515
0.22143583,0.12716006,0.60186327
0.22142823,0.13802408,0.60192132
0.22141898,0.14895257,0.60198945
0.22139759,0.16011025,0.60213006
0.22137602,0.1712684,0.60227174
0.22135442,0.18242654,0.60241318
0.22133249,0.19361928,0.60255623
0.221305,0.20499717,0.60272551
0.22127584,0.21641189,0.60290289
0.22124669,0.22782663,0.60307997
0.22121748,0.23926793,0.60325718
0.22118844,0.2508927,0.60343683
0.22115991,0.26260957,0.60361749
0.2211314,0.27432644,0.60379773
0.22110294,0.28606638,0.60397756
0.2210777,0.29796931,0.60414535
0.22105864,0.30998147,0.60428399
0.22103979,0.3219955,0.6044215
0.22102106,0.33403111,0.60455799
0.22100669,0.34621954,0.60466605
0.22100081,0.35854906,0.60471416
0.22099559,0.37088865,0.60475755
0.23424797,0.10543179,0.60175002
0.23423916,0.11629537,0.60180801
0.23423037,0.12715892,0.60186601
0.23422156,0.13802248,0.60192394
0.23421083,0.14895053,0.60199195
0.23418607,0.16010791,0.6021322
0.23416106,0.17126578,0.60227352
0.23413606,0.18242364,0.60241467
0.23411065,0.19361611,0.6025573
0.23407879,0.20499404,0.60272616
0.23404501,0.21640897,0.60290313
0.23401126,0.22782391,0.60307974
0.23397744,0.23926544,0.60325646
0.23394379,0.25089061,0.6034357
0.23391074,0.26260823,0.60361588
0.23387772,0.27432582,0.60379577
0.23384476,0.2860665,0.60397518
0.23381551,0.29797027,0.60414249
0.23379342,0.30998352,0.60428107
0.23377158,0.32199866,0.60441846
0.23374988,0.33403537,0.60455483
0.23373322,0.34622484,0.60466284
0.23372641,0.35855466,0.604711
0.23372036,0.37089446,0.60475451
0.24704492,0.10543156,0.601753
0.24703492,0.11629468,0.60181087
0.24702491,0.12715779,0.60186875
0.2470149,0.1380209,0.60192657
0.24700271,0.14894849,0.6019944
0.24697454,0.16010557,0.60213435
0.24694611,0.17126316,0.60227531
0.24691769,0.18242073,0.6024161
0.2468888,0.19361292,0.60255843
0.24685259,0.20499089,0.60272688
0.24681421,0.21640606,0.60290331
0.24677584,0.22782122,0.6030795
0.24673739,0.23926294,0.60325581
0.24669914,0.25088856,0.60343456
0.24666159,0.26260686,0.60361433
0.24662404,0.27432519,0.60379374
0.24658659,0.28606659,0.60397273
0.24655333,0.29797122,0.60413969
0.24652821,0.30998558,0.60427815
0.24650337,0.32200181,0.60441542
0.24647869,0.33403966,0.60455173
0.24645975,0.34623015,0.60465968
0.246452,0.35856026,0.6047079
0.24644513,0.37090027,0.60475141
0.25985655,0.10543133,0.60175616
0.25984481,0.11629398,0.60181391
0.25983307,0.12715662,0.60187161
0.25982136,0.13801925,0.60192925
0.25980708,0.14894637,0.6019969
0.25977418,0.16010319,0.60213643
0.25974095,0.17126052,0.60227692
0.25970775,0.18241784,0.60241723
0.25967398,0.19360979,0.60255915
0.25963178,0.20498787,0.602727
0.25958705,0.21640331,0.60290289
0.25954235,0.22781874,0.60307848
0.25949758,0.23926075,0.6032542
0.259453,0.25088686,0.60343242
0.25940925,0.26260605,0.60361159
0.25936553,0.27432528,0.60379052
0.25932193,0.28606755,0.60396892
0.25928316,0.29797325,0.60413545
0.25925386,0.30998909,0.6042738
0.25922486,0.32200682,0.60441101
0.25919607,0.33404613,0.60454726
0.25917393,0.34623799,0.60465515
0.2591649,0.35856852,0.60470343
0.25915685,0.3709088,0.60474712
0.2726765,0.10543109,0.60175937
0.27266279,0.11629327,0.60181695
0.27264905,0.12715544,0.60187447
0.27263531,0.13801759,0.60193199
0.27261865,0.14894423,0.6019994
0.27258024,0.16010079,0.6021384
0.27254146,0.1712579,0.60227841
0.27250269,0.18241498,0.60241824
