"Points:0","Points:1","Points:2"
0.10749029,0.10392953,0.56441885
0.10748931,0.11178285,0.56504399
0.10748833,0.11962891,0.56565678
0.10748734,0.12746786,0.56626564
0.10748626,0.13534558,0.56689316
0.10748306,0.14343986,0.56782043
0.10747821,0.15162526,0.56917334
0.10747416,0.15984055,0.57063192
0.10747006,0.16807225,0.57208985
0.10746554,0.17645214,0.57361448
0.10746024,0.18496245,0.5751912
0.10745358,0.19353549,0.5768733
0.10744631,0.20216385,0.57868594
0.10743912,0.21092866,0.58053029
0.10743196,0.21982466,0.58236104
0.10742535,0.2288307,0.58411598
0.10741917,0.23792727,0.58580911
0.10741121,0.24720475,0.58738685
0.10740289,0.25668499,0.58878601
0.10739563,0.26633179,0.59000993
0.10739055,0.27623376,0.59104168
0.10738795,0.28658184,0.59186673
0.10738544,0.29746944,0.59244484
0.10738289,0.30884039,0.59281647
0.12247084,0.103929,0.56441665
0.12246791,0.11178126,0.56504107
0.12246497,0.11962628,0.56565368
0.122462,0.12746419,0.5662623
0.12245878,0.13534091,0.56688964
0.12244917,0.14343426,0.56781662
0.12243462,0.15161863,0.56916958
0.12242248,0.15983374,0.57062793
0.12241017,0.16806528,0.57208562
0.1223966,0.17644507,0.57360995
0.12238072,0.18495545,0.57518631
0.12236075,0.19352825,0.57686824
0.12233892,0.20215733,0.57868093
0.12231735,0.2109236,0.58052522
0.12229589,0.21982118,0.5823558
0.12227606,0.22882889,0.58411068
0.12225752,0.23792695,0.58580369
0.12223364,0.24720514,0.58738154
0.12220867,0.2566863,0.58878106
0.12218689,0.26633409,0.59000552
0.12217163,0.27623707,0.59103757
0.12216383,0.28658655,0.59186256
0.12215632,0.29747531,0.59244043
0.12214867,0.30884635,0.59281212
0.13745138,0.10392846,0.56441408
0.13744651,0.11177967,0.5650382
0.13744159,0.11962365,0.56565058
0.13743666,0.12746054,0.56625897
0.13743128,0.13533624,0.56688607
0.13741526,0.14342864,0.56781274
0.13739103,0.151612,0.56916577
0.1373708,0.15982693,0.57062399
0.13735028,0.16805829,0.57208139
0.13732767,0.17643799,0.57360542
0.13730121,0.18494843,0.57518137
0.13726792,0.19352101,0.57686323
0.13723153,0.20215082,0.57867599
0.13719559,0.21091855,0.58052009
0.13715981,0.21981771,0.58235061
0.13712677,0.2288271,0.58410537
0.13709588,0.23792662,0.58579832
