"Points:0","Points:1","Points:2"
0.10697753,0.1045318,0.58359933
0.10697469,0.11359359,0.58393937
0.10697186,0.12265325,0.58427048
0.10696903,0.13171089,0.58459967
0.1069661,0.14082006,0.58494496
0.10696109,0.15019597,0.5855391
0.10695403,0.15970795,0.58631724
0.10694698,0.16921563,0.58710486
0.1069399,0.17874901,0.58789998
0.10693241,0.18846294,0.58875352
0.10692418,0.19833702,0.58965486
0.10691545,0.20823568,0.59062493
0.10690671,0.21815325,0.59160644
0.10689787,0.22822776,0.59260172
0.10688911,0.2384465,0.59360117
0.1068809,0.24878249,0.59455103
0.10687304,0.25919649,0.59548062
0.10686524,0.26975638,0.59638709
0.10685793,0.2804696,0.59720802
0.1068517,0.29135057,0.59788734
0.10684747,0.30249441,0.59839928
0.10684414,0.31387588,0.59882724
0.10684133,0.32544583,0.59916681
0.10683926,0.33724567,0.59940082
0.12093259,0.10453183,0.58359903
0.12092408,0.11359367,0.58393854
0.12091558,0.12265337,0.58426958
0.12090708,0.13171107,0.58459872
0.12089831,0.14082028,0.58494389
0.12088326,0.15019633,0.58553785
0.12086209,0.15970841,0.58631587
0.12084094,0.16921619,0.58710331
0.12081973,0.17874967,0.58789825
0.12079723,0.18846378,0.58875161
0.12077252,0.19833817,0.58965278
0.12074636,0.20823681,0.59062272
0.12072013,0.21815437,0.59160411
0.12069361,0.22822887,0.59259921
0.12066732,0.23844783,0.5935986
0.12064271,0.24878414,0.59454834
0.12061912,0.25919855,0.59547782
0.12059574,0.26975882,0.59638417
0.12057378,0.28047249,0.5972051
0.12055509,0.29135385,0.59788448
0.12054242,0.30249816,0.59839648
0.12053243,0.31388009,0.5988245
0.12052398,0.32545036,0.59916407
0.12051778,0.33725029,0.59939814
0.13488765,0.10453185,0.58359849
0.13487346,0.11359374,0.58393776
0.13485929,0.12265349,0.58426875
0.13484514,0.13171123,0.58459777
0.13483052,0.1408205,0.58494288
0.13480543,0.15019669,0.58553666
0.13477015,0.15970887,0.58631444
0.13473491,0.16921675,0.58710176
0.13469955,0.17875034,0.58789659
0.13466205,0.1884646,0.58874971
0.13462088,0.19833933,0.58965069
0.13457727,0.20823795,0.59062052
0.13453355,0.21815547,0.59160179
0.13448936,0.22822998,0.59259677
0.13444553,0.23844914,0.59359598
0.13440453,0.24878581,0.5945456
0.1343652,0.25920057,0.59547502
0.13432622,0.26976123,0.59638125
0.13428964,0.28047535,0.59720218
0.13425848,0.29135716,0.59788162
0.13423736,0.30250192,0.59839368
0.13422072,0.31388429,0.5988217
0.13420664,0.32545486,0.59916133
0.1341963,0.33725491,0.59939545
0.14884271,0.10453188,0.5835979
0.14882284,0.11359382,0.58393699
0.14880301,0.12265361,0.58426785
0.14878319,0.13171141,0.58459681
0.14876273,0.14082071,0.5849418
0.1487276,0.15019703,0.58553541
0.14867821,0.15970932,0.58631307
0.14862888,0.16921732,0.58710021
0.14857937,0.17875099,0.58789486
0.14852688,0.18846543,0.58874786
0.14846922,0.19834048,0.5896486
0.14840819,0.20823908,0.59061831
0.14834699,0.21815658,0.5915994
0.14828511,0.2282311,0.59259427
0.14822374,0.23845045,0.59359336
0.14816633,0.24878748,0.59454292
0.14811128,0.2592026,0.59547222
0.14805672,0.26976368,0.59637833
0.14800549,0.28047821,0.5971992
0.14796185,0.29136044,0.59787881
0.14793232,0.30250567,0.59839094
0.147909,0.31388852,0.59881896
0.14788929,0.32545936,0.59915859
0.14787482,0.33725953,0.59939271
0.162608,0.10453109,0.58360744
0.16258825,0.11359148,0.58394635
0.16256849,0.12264972,0.5842768
0.16254874,0.13170597,0.58460534
0.16252817,0.14081375,0.58494991
0.16249017,0.15018889,0.58554256
0.16243809,0.15970054,0.58631921
0.16238597,0.16920792,0.58710527
0.16233353,0.17874099,0.58789891
0.16227731,0.18845496,0.58875078
0.16221398,0.19833012,0.58965027
0.16214664,0.20822971,0.59061861
0.16207902,0.21814823,0.59159839
0.16201054,0.22822389,0.59259194
0.16194287,0.23844479,0.59358978
0.16187836,0.2487839,0.59453827
0.16181633,0.25920159,0.59546667
0.16175497,0.26976529,0.59637195
0.16169809,0.28048256,0.59719223
0.16165133,0.29136738,0.59787154
0.16161747,0.30251455,0.59838355
0.16158938,0.31389886,0.59881163
0.16156611,0.32547089,0.59915131
0.16154985,0.33727175,0.5993855
0.17634211,0.10453008,0.58362067
0.17632321,0.11358844,0.58395892
0.1763043,0.12264468,0.58428884
0.17628537,0.13169892,0.58461684
0.17626545,0.14080469,0.58496088
0.17622524,0.15017827,0.58555239
0.17617191,0.15968907,0.58632761
0.17611849,0.16919561,0.58711237
0.17606468,0.17872785,0.58790457
0.17600629,0.18844119,0.58875495
0.1759387,0.19831645,0.58965284
0.17586654,0.20821728,0.59061933
0.17579408,0.2181371,0.59159738
0.17572069,0.22821419,0.59258914
0.1756486,0.23843712,0.59358525
0.17557843,0.24877895,0.59453231
0.17551073,0.25919995,0.59545952
0.17544405,0.26976708,0.59636366
0.17538325,0.28048795,0.59718317
0.17533538,0.2913762,0.59786212
0.17529787,0.302526,0.59837401
0.17526528,0.31391233,0.59880215
0.1752388,0.32548591,0.59914196
0.17522131,0.33728772,0.5993762
0.19007623,0.10452907,0.58363408
0.19005817,0.11358541,0.58397156
0.19004008,0.12263963,0.58430088
0.19002199,0.13169187,0.58462834
0.19000272,0.14079563,0.58497185
0.18996032,0.15016764,0.58556217
0.18990573,0.15967761,0.58633608
0.18985102,0.1691833,0.5871194
0.18979582,0.17871472,0.58791023
0.18973528,0.1884274,0.58875912
0.18966341,0.19830281,0.58965534
0.18958645,0.20820485,0.5906201
0.18950912,0.21812597,0.59159631
0.18943085,0.22820449,0.59258634
0.18935433,0.23842944,0.59358078
0.1892785,0.24877399,0.59452641
0.18920514,0.25919834,0.59545243
0.18913314,0.26976886,0.59635538
0.18906841,0.28049338,0.59717411
0.18901943,0.29138505,0.59785271
0.18897827,0.30253744,0.59836447
0.18894117,0.3139258,0.59879267
0.1889115,0.32550094,0.59913254
0.18889278,0.3373037,0.59936684
0.20385252,0.10452797,0.58365047
0.20383368,0.11358211,0.58398682
0.20381485,0.12263416,0.58431548
0.20379603,0.13168423,0.58464229
0.20377584,0.14078583,0.58498514
0.20372894,0.15015614,0.58557415
0.20366977,0.15966511,0.58634639
0.2036106,0.16916984,0.5871281
0.20355104,0.17870031,0.58791733
0.20348535,0.18841223,0.58876449
0.20340623,0.19828765,0.58965886
0.20332155,0.20819111,0.59062147
0.20323668,0.21811371,0.59159565
