"Points:0","Points:1","Points:2"
0.10726791,0.10420495,0.57358503
0.10726581,0.11261117,0.57407331
0.10726371,0.12101281,0.57455057
0.10726161,0.12941003,0.57502455
0.10725942,0.13785221,0.57551581
0.10725507,0.14653438,0.57628381
0.10724867,0.15529178,0.577402
0.10724258,0.16403666,0.57855403
0.10723646,0.17280369,0.57970703
0.1072299,0.18173437,0.58092064
0.10722256,0.19080998,0.58218181
0.1072139,0.19996044,0.58354217
0.10720419,0.2091994,0.58496755
0.10719434,0.21858527,0.58640254
0.10718454,0.22810648,0.58783621
0.10717531,0.23773898,0.58921015
0.10716651,0.24746251,0.59053773
0.10715628,0.25734612,0.59178632
0.10714647,0.26737967,0.59293228
0.10713778,0.27757689,0.59392226
0.10713121,0.28803462,0.59473139
0.10712701,0.29895547,0.595339
0.10712352,0.31028122,0.59576142
0.10712079,0.32183617,0.59607536
0.12180372,0.10420544,0.57356781
0.12179742,0.11261262,0.57405567
0.12179112,0.12101522,0.57453299
0.12178483,0.12941338,0.57500702
0.12177826,0.13785651,0.57549834
0.1217652,0.14653973,0.57626647
0.12174602,0.15529747,0.57738525
0.12172776,0.16404276,0.57853788
0.12170938,0.17281015,0.57969141
0.12168968,0.1817413,0.5809055
0.12166769,0.19081751,0.58216709
0.1216417,0.19996823,0.58352816
0.12161257,0.20920749,0.5849545
0.12158304,0.21859373,0.5863905
0.12155364,0.22811547,0.58782506
0.12152591,0.23774864,0.5891999
0.12149952,0.24747266,0.59052837
0.12146884,0.25735602,0.59177792
0.1214394,0.26738936,0.59292483
0.12141332,0.27758631,0.59391588
0.12139361,0.28804386,0.59472591
0.12138104,0.29896486,0.59533399
0.12137055,0.31029046,0.59575665
0.12136236,0.321845,0.59607089
0.13633952,0.10420592,0.57355028
0.13632903,0.11261407,0.57403809
0.13631853,0.12101762,0.5745154
0.13630804,0.12941673,0.5749895
0.13629709,0.1378608,0.57548088
0.13627534,0.14654507,0.57624906
0.13624337,0.15530317,0.5773685
0.13621294,0.16404884,0.57852167
0.13618231,0.17281663,0.57967573
0.1361495,0.18174821,0.58089024
0.13611284,0.19082503,0.58215231
0.13606949,0.19997603,0.58351409
0.13602096,0.2092156,0.58494151
0.13597174,0.21860218,0.5863784
0.13592274,0.22812445,0.58781385
0.13587652,0.23775829,0.58918971
0.13583252,0.24748282,0.59051895
0.13578139,0.25736594,0.59176946
0.13573234,0.26739901,0.59291744
0.13568886,0.27759573,0.5939095
0.135656,0.28805313,0.59472042
0.13563506,0.29897425,0.59532899
0.13561758,0.31029966,0.59575188
0.13560392,0.32185382,0.59606636
0.15088235,0.1042064,0.57353288
0.15086722,0.1126155,0.57402056
0.15085211,0.12102001,0.57449794
0.15083702,0.12942007,0.57497203
0.15082128,0.1378651,0.57546347
0.1507903,0.14655039,0.57623172
0.15074474,0.15530886,0.57735181
0.15070139,0.16405492,0.57850552
0.15065788,0.1728231,0.57966006
0.15061137,0.18175514,0.5808751
0.15055957,0.19083256,0.58213753
0.15049845,0.19998384,0.58350009
0.15043011,0.20922372,0.58492845
0.1503609,0.21861064,0.5863663
0.1502921,0.22813343,0.58780271
0.15022726,0.23776795,0.58917946
0.15016559,0.24749298,0.59050953
0.15009396,0.25737584,0.59176099
0.15002526,0.2674087,0.59290999
0.14996441,0.27760515,0.59390306
0.14991841,0.28806236,0.59471494
0.1498891,0.29898363,0.59532398
0.14986461,0.31030887,0.59574711
0.1498455,0.32186264,0.59606189
0.16530709,0.10420531,0.57353789
0.16528755,0.11261224,0.57402533
0.16526803,0.1210146,0.57450229
0.16524851,0.12941252,0.57497597
0.16522814,0.1378554,0.57546687
0.16518958,0.1465389,0.57623416
0.16513298,0.15529649,0.57735288
0.16507685,0.1640418,0.57850534
0.16502039,0.17280929,0.57965863
0.16495998,0.18174075,0.5808723
0.16489217,0.19081816,0.58213329
0.16481629,0.19997074,0.58349413
0.16473578,0.20921251,0.58492082
0.16465417,0.21860142,0.58635712
0.16457321,0.22812662,0.58779204
0.16449542,0.23776403,0.58916759
0.16442147,0.24749257,0.5904969
0.16434412,0.25737971,0.591748
0.16427121,0.26741695,0.59289682
0.16420865,0.27761766,0.59389013
0.1641596,0.28807855,0.5947023
0.16412507,0.29900253,0.59531158
0.16409719,0.31032887,0.59573513
0.16407655,0.32188323,0.5960502
0.17969401,0.10420398,0.5735473
0.17967081,0.11260825,0.57403409
0.17964762,0.12100796,0.57451046
0.17962444,0.12940323,0.57498348
0.17960021,0.13784347,0.57547379
0.17955464,0.14652474,0.57623982
0.17948842,0.15528122,0.5773567
0.17942101,0.16402555,0.57850754
0.17935324,0.17279206,0.57965916
0.17928053,0.18172275,0.58087111
0.17919813,0.19080007,0.58213025
0.17910904,0.19995412,0.58348882
0.17901817,0.20919804,0.58491331
0.17892618,0.21858926,0.58634752
0.17883536,0.22811733,0.58778054
0.17874642,0.23775826,0.58915442
0.17866196,0.24749112,0.59048259
0.17858101,0.25738341,0.59173292
0.17850636,0.26742607,0.59288144
0.17844498,0.277632,0.59387481
0.17839438,0.28809741,0.59468722
0.17835516,0.29902482,0.59529674
0.17832446,0.31035265,0.59572071
0.17830308,0.32190788,0.59603608
0.19408093,0.10420264,0.57355702
0.19405408,0.11260425,0.57404286
0.19402725,0.12100132,0.57451862
0.19400039,0.12939397,0.57499105
0.19397229,0.13783157,0.57548076
0.19391972,0.14651059,0.57624555
0.19384389,0.15526596,0.57736051
0.19376521,0.1640093,0.57850975
0.1936861,0.17277484,0.57965976
0.19360112,0.18170473,0.58086997
0.19350412,0.19078198,0.58212721
0.1934018,0.19993749,0.58348346
0.19330059,0.20918359,0.5849058
0.1931982,0.2185771,0.58633792
0.19309752,0.22810803,0.58776897
0.19299741,0.23775251,0.58914125
0.19290245,0.24748966,0.59046823
0.19281791,0.25738713,0.5917179
0.19274153,0.26743516,0.59286606
0.19268133,0.27764633,0.59385949
0.19262916,0.28811628,0.59467214
0.19258524,0.29904708,0.5952819
0.19255173,0.31037644,0.59570628
0.1925296,0.32193252,0.59602201
0.20848072,0.10420061,0.57358295
0.20845146,0.11259819,0.57406735
0.20842221,0.12099124,0.57454205
0.20839298,0.12937993,0.57501352
0.20836225,0.13781357,0.57550216
0.20830321,0.14648908,0.57626516
0.20821853,0.15524308,0.57737696
0.20813043,0.16398554,0.57852334
0.20804189,0.1727502,0.57967049
0.20794646,0.18167946,0.58087778
0.20783657,0.19075681,0.58213198
0.20772089,0.19991431,0.58348453
0.20760632,0.20916319,0.58490318
0.2074907,0.21855962,0.58633173
0.20737746,0.22809403,0.58775955
0.20726374,0.23774265,0.58912897
0.20715646,0.247485,0.59045392
0.20706271,0.25738898,0.5917024
0.20697889,0.26744375,0.59284979
0.20691441,0.27766144,0.59384292
0.20685595,0.28813705,0.59465551
0.2068053,0.29907194,0.59526533
0.20676792,0.31040302,0.59569013
0.20674396,0.32196015,0.59600627
0.22308798,0.10419676,0.57365
0.22305135,0.1125867,0.57413286
0.22301473,0.12097216,0.57460541
0.2229781,0.1293533,0.57507467
0.22293968,0.13777943,0.57556111
0.2228678,0.14644815,0.57632011
0.22276191,0.1551993,0.57742512
0.22265282,0.16393971,0.57856494
0.22254317,0.17270242,0.57970572
0.22242525,0.18162999,0.58090645
0.22229102,0.19070733,0.5821538
0.22214834,0.19986832,0.58349812
0.22200207,0.20912205,0.58490825
0.22185434,0.21852352,0.58632863
0.22170863,0.22806385,0.58774865
0.22156499,0.23772034,0.58911145
0.22143185,0.24747321,0.59043175
0.22131042,0.25738996,0.59167713
0.22120027,0.2674579,0.59282237
0.22111022,0.27768821,0.59381437
0.22103086,0.28817388,0.59462661
0.22096735,0.29911602,0.59523654
0.22092226,0.31045058,0.59566212
0.22089228,0.32200992,0.59597898
0.23769513,0.10419285,0.57371944
0.23765099,0.11257498,0.57419991
0.23760685,0.1209527,0.5746702
0.23756272,0.12932615,0.57513714
0.23751643,0.13774459,0.57562131
0.2374312,0.14640644,0.57637614
0.23730364,0.15515465,0.577474
0.23717317,0.16389297,0.57860714
0.23704199,0.17265363,0.5797413
0.23690103,0.18157949,0.5809353
0.23674172,0.19065686,0.58217543
0.2365714,0.19982141,0.58351117
0.23639278,0.2090801,0.5849126
0.23621231,0.21848674,0.58632445
0.23603348,0.22803326,0.58773649
0.23585919,0.23769797,0.58909243
0.23569952,0.24746175,0.59040785
0.2355499,0.25739166,0.59165001
0.23541322,0.26747331,0.59279299
0.23529714,0.27771673,0.59378397
0.23519635,0.28821295,0.59459585
0.23511963,0.29916281,0.59520596
0.23506673,0.31050116,0.59563243
0.2350307,0.32206291,0.59595001
0.2523157,0.10418894,0.5737893
0.25226307,0.11256332,0.57426697
0.25221053,0.12093333,0.57473487
0.25215799,0.12929912,0.5751996
0.25210303,0.13770992,0.57568139
0.25200328,0.1463649,0.57643217
0.25185236,0.15511014,0.57752281
0.25169885,0.16384634,0.57864922
0.25154486,0.17260495,0.57977682
0.25137976,0.18152907,0.58096403
0.25119445,0.19060646,0.58219701
0.25099581,0.19977453,0.58352423
0.25078425,0.20903815,0.58491689
0.25057068,0.21844997,0.58632034
0.25035852,0.22800265,0.58772433
0.25015345,0.23767559,0.58907342
0.24996723,0.24745026,0.59038389
0.24978937,0.25739339,0.59162283
0.24962614,0.26748872,0.59276354
0.24948399,0.27774525,0.59375352
0.2493618,0.28825203,0.59456509
0.24927188,0.29920959,0.59517533
0.24921118,0.31055179,0.59560275
0.2491691,0.3221159,0.59592104
0.26689011,0.10418432,0.57386869
0.26682734,0.11254954,0.57434267
0.26676461,0.12091047,0.57480764
0.26670194,0.12926725,0.57526946
0.26663643,0.13766906,0.57574832
0.26652071,0.14631589,0.57649422
0.26634482,0.15505791,0.57757598
0.26616424,0.16379175,0.57869416
0.26598299,0.17254806,0.57981366
0.26578903,0.18147025,0.58099258
0.26557258,0.19054754,0.58221704
0.2653411,0.19972,0.58353406
0.26509923,0.20899051,0.58491623
0.26485488,0.21840943,0.58630955
0.26461151,0.22797021,0.587704
0.26437733,0.23765348,0.58904493
0.2641632,0.24744169,0.59034985
0.26396278,0.25740209,0.59158534
0.26377946,0.26751524,0.59272373
0.26361769,0.27778888,0.59371257
0.26348084,0.28830978,0.59452391
0.26338059,0.29927728,0.5951345
0.26331249,0.31062371,0.59556323
0.26326475,0.32219067,0.59588265
0.28152582,0.10417917,0.57396436
0.28145072,0.11253414,0.57443523
0.28137568,0.12088491,0.57489628
0.28130063,0.12923162,0.57535422
0.28122234,0.13762338,0.57582909
0.28108481,0.14626125,0.57656842
0.28087682,0.15499979,0.57763904
0.28066203,0.16373108,0.5787465
0.2804465,0.17248496,0.57985532
0.2802161,0.18140513,0.58102334
0.27995992,0.19048285,0.58223647
0.27968439,0.19966081,0.58354032
0.27940154,0.20893975,0.5849089
0.27911583,0.21836741,0.58628893
0.27883133,0.2279384,0.58767074
0.27855858,0.23763548,0.58900112
0.27830502,0.24744138,0.59029865
0.27807048,0.25742361,0.59152943
0.27785587,0.26755944,0.59266472
0.27766791,0.27785522,0.59365284
0.27751255,0.28839454,0.59446478
0.27739689,0.29937577,0.5950765
0.27731645,0.31072891,0.59550762
0.27725899,0.32229996,0.59582901
0.29616964,0.10417402,0.57406133
0.2960819,0.11251874,0.57452792
0.29599419,0.12085935,0.57498503
0.29590654,0.12919597,0.57543904
0.29581508,0.1375777,0.57590985
0.2956548,0.14620659,0.57664245
0.29541388,0.15494165,0.57770175
0.29516405,0.16367042,0.57879841
0.29491335,0.17242189,0.57989651
0.29464531,0.18134005,0.58105338
0.29434806,0.19041824,0.58225507
0.29402718,0.19960171,0.58354563
0.29370207,0.20888916,0.58490044
0.29337364,0.21832563,0.58626705
0.29304656,0.22790699,0.58763611
0.29273376,0.23761803,0.58895576
0.29243934,0.24744184,0.59024584
0.29216936,0.25744617,0.59147173
0.29192242,0.26760504,0.59260398
0.29170722,0.27792335,0.59359151
0.29153237,0.28848147,0.5944041
0.29140043,0.29947686,0.59501696
0.2913073,0.31083688,0.59545058
0.29123986,0.32241207,0.59577399
0.31080091,0.10416858,0.57416809
0.31070244,0.11250252,0.57462925
0.31060401,0.12083244,0.57508183
0.31050563,0.1291585,0.57553136
0.31040296,0.13752969,0.57599765
0.3102212,0.14614914,0.57672292
0.30994886,0.15488119,0.5777694
0.30966678,0.16360843,0.57885373
0.30938384,0.17235836,0.57993966
0.30908108,0.18127534,0.58108419
0.30874559,0.19035468,0.58227348
0.30838051,0.19954404,0.5835498
0.30801016,0.20884073,0.58488983
0.30763659,0.21828669,0.58624232
0.30726516,0.22787899,0.58759797
0.30691096,0.23760451,0.58890647
