"Points:0","Points:1","Points:2"
0.10695103,0.10456149,0.58436507
0.10694834,0.11368272,0.58469075
0.10694566,0.1228019,0.58500791
0.10694297,0.13191915,0.58532333
0.1069402,0.14108837,0.58565503
0.10693536,0.15052594,0.58623344
0.10692863,0.16009033,0.5869844
0.10692191,0.16965069,0.58774489
0.10691517,0.17923717,0.58851314
0.106908,0.18900561,0.58933926
0.10690011,0.19893546,0.59021276
0.10689177,0.2088917,0.59115076
0.10688341,0.21886709,0.59209979
0.10687496,0.22900029,0.59306222
0.10686658,0.23927848,0.59402877
0.10685878,0.24967442,0.59494585
0.10685125,0.26014337,0.59584606
0.1068438,0.2707583,0.59672415
0.10683682,0.28152707,0.59751785
0.10683092,0.29246414,0.59817088
0.10682698,0.30365518,0.5986619
0.10682374,0.31505811,0.59908175
0.10682102,0.32664967,0.59941357
0.10681903,0.33847126,0.59964013
0.12085308,0.10456147,0.58436567
0.12084503,0.11368266,0.58469081
0.12083697,0.12280179,0.58500785
0.12082893,0.13191898,0.58532321
0.12082061,0.14108816,0.5856548
0.12080608,0.15052578,0.58623302
0.12078589,0.16009024,0.58698374
0.12076574,0.16965067,0.58774412
0.1207455,0.17923725,0.58851212
0.12072401,0.18900584,0.589338
0.12070032,0.198936,0.59021133
0.1206753,0.20889224,0.59114915
0.12065023,0.21886766,0.59209794
0.12062487,0.22900088,0.5930602
0.12059975,0.23927931,0.59402657
0.12057632,0.24967565,0.59494346
0.12055375,0.26014501,0.59584355
0.12053139,0.27076039,0.59672147
0.12051046,0.28152964,0.59751511
0.12049278,0.29246715,0.59816819
0.12048093,0.30365869,0.59865922
0.12047122,0.31506211,0.59907907
0.12046304,0.32665396,0.59941095
0.12045711,0.3384757,0.59963751
0.13475513,0.10456145,0.58436602
0.13474171,0.11368259,0.58469093
0.13472828,0.12280167,0.58500785
0.13471489,0.13191883,0.5853231
0.13470103,0.14108795,0.58565462
0.13467678,0.15052561,0.5862326
0.13464317,0.16009015,0.58698308
0.13460957,0.16965067,0.58774328
0.13457584,0.17923732,0.58851111
0.13454002,0.18900606,0.58933675
0.13450055,0.19893654,0.59020984
0.13445884,0.20889279,0.59114748
0.13441706,0.21886821,0.59209609
0.1343748,0.22900148,0.59305817
0.13433293,0.23928015,0.59402436
0.13429387,0.24967687,0.59494114
0.13425626,0.26014665,0.59584105
0.13421898,0.27076247,0.59671879
0.13418409,0.2815322,0.59751236
0.13415463,0.29247019,0.59816551
0.13413489,0.30366221,0.59865654
0.13411869,0.3150661,0.59907645
0.13410507,0.32665828,0.59940833
0.13409518,0.33848014,0.59963495
0.14865719,0.10456143,0.58436632
0.14863838,0.11368252,0.58469099
0.14861961,0.12280156,0.58500785
0.14860083,0.13191867,0.58532298
0.14858143,0.14108774,0.58565438
0.14854752,0.15052545,0.58623219
0.14850043,0.16009007,0.58698249
0.1484534,0.16965066,0.58774245
0.14840619,0.17923741,0.5885101
0.14835604,0.18900627,0.58933556
0.14830077,0.19893707,0.59020835
0.14824238,0.20889334,0.59114587
0.14818388,0.21886876,0.5920943
0.14812471,0.22900209,0.59305614
0.1480661,0.239281,0.59402215
0.14801143,0.24967809,0.59493881
0.14795877,0.26014829,0.59583855
0.14790657,0.27076453,0.59671611
0.14785773,0.28153476,0.59750962
0.14781648,0.2924732,0.59816283
0.14778884,0.30366573,0.59865391
0.14776617,0.31507009,0.59907383
0.1477471,0.3266626,0.59940571
0.14773324,0.33848459,0.59963232
0.16238798,0.10456062,0.58437544
0.16236906,0.11368012,0.58469999
0.16235013,0.12279757,0.58501643
0.16233121,0.13191311,0.5853312
0.16231148,0.1410806,0.58566219
0.16227444,0.15051709,0.58623916
0.16222438,0.16008127,0.58698845
0.16217427,0.16964142,0.58774745
0.16212384,0.17922774,0.58851409
0.16206969,0.18899633,0.58933842
0.16200849,0.19892743,0.59021008
0.16194353,0.20888464,0.59114623
0.16187832,0.218861,0.59209335
0.16181229,0.22899534,0.593054
0.1617471,0.23927571,0.59401876
0.16168509,0.2496748,0.59493434
0.16162512,0.26014742,0.59583318
0.16156578,0.27076617,0.59670997
0.16151097,0.28153902,0.59750289
0.16146626,0.2924799,0.5981558
0.16143404,0.30367425,0.59864682
0.16140656,0.31508011,0.59906679
0.16138387,0.32667372,0.59939873
0.16136819,0.33849642,0.59962541
0.17608944,0.10455959,0.58438808
0.17607112,0.11367704,0.58471203
0.17605278,0.12279244,0.58502799
0.17603445,0.13190593,0.58534229
0.17601512,0.14107138,0.5856728
0.17597562,0.15050629,0.58624864
0.17592396,0.16006981,0.58699667
0.17587222,0.16962934,0.58775431
0.17582011,0.17921504,0.58851957
0.17576346,0.18898322,0.58934247
0.17569767,0.19891466,0.59021252
0.17562751,0.20887303,0.59114695
0.17555709,0.21885058,0.59209234
0.17548579,0.22898625,0.59305125
0.17541581,0.23926854,0.59401441
0.17534778,0.24967024,0.59492862
0.17528164,0.26014605,0.59582627
0.17521653,0.27076808,0.59670198
0.17515728,0.28154436,0.59749407
0.17511095,0.29248855,0.59814668
0.17507471,0.30368534,0.59863758
0.17504263,0.31509316,0.59905761
0.17501664,0.32668832,0.59938961
0.17499964,0.33851191,0.59961635
0.1897909,0.10455856,0.58440095
0.18977317,0.11367395,0.58472413
0.18975544,0.1227873,0.58503962
0.18973769,0.13189875,0.58535343
0.18971877,0.14106216,0.58568335
0.18967679,0.15049547,0.58625811
0.18962353,0.16005836,0.58700484
0.18957017,0.16961727,0.58776116
0.18951637,0.17920235,0.58852512
0.18945722,0.1889701,0.58934659
0.18938683,0.19890189,0.59021497
0.1893115,0.20886144,0.59114766
0.18923585,0.21884018,0.59209132
0.18915929,0.22897716,0.59304851
0.18908451,0.23926136,0.59401006
0.18901044,0.24966568,0.5949229
0.18893819,0.26014465,0.59581935
0.18886726,0.27076995,0.59669399
0.1888036,0.28154972,0.5974853
0.18875566,0.29249719,0.59813756
0.18871537,0.30369639,0.59862834
0.18867868,0.31510624,0.59904844
0.18864942,0.32670292,0.59938049
0.18863109,0.33852744,0.59960735
0.20352802,0.10455745,0.58441609
0.20350951,0.11367062,0.58473831
0.20349099,0.12278176,0.58505315
0.20347248,0.13189101,0.58536643
0.20345263,0.14105223,0.5856958
0.20340618,0.15048383,0.58626938
0.20334852,0.160046,0.5870145
0.20329086,0.1696042,0.58776933
0.20323281,0.17918859,0.58853173
0.20316869,0.18895587,0.58935159
0.20309119,0.19888797,0.59021819
0.2030082,0.20884883,0.59114891
0.20292507,0.2188289,0.59209061
0.20284115,0.22896734,0.59304589
0.20275968,0.23925358,0.59400564
0.20267786,0.24966066,0.59491694
0.20259802,0.26014307,0.5958122
0.20251997,0.27077189,0.59668565
0.20245074,0.28155529,0.59747618
0.20240015,0.29250625,0.59812808
0.20235528,0.30370799,0.59861881
0.20231378,0.31511983,0.59903896
0.20228104,0.326718,0.59937114
0.20226119,0.33854344,0.59959805
0.21742128,0.10455524,0.58445024
0.21739623,0.11366402,0.58477187
0.21737118,0.12277079,0.58508557
0.21734615,0.13187568,0.5853976
0.21731947,0.14103253,0.58572572
0.21726145,0.15046065,0.58629668
0.21718737,0.16002099,0.58703846
0.2171133,0.16957743,0.58778977
0.21703875,0.17916009,0.58854878
0.21695691,0.18892591,0.58936495
0.21686007,0.19885831,0.59022748
0.21675743,0.20882186,0.5911535
0.21665463,0.21880466,0.59209067
0.2165508,0.228946,0.59304148
0.21644925,0.2392361,0.59399688
0.21634988,0.24964917,0.59490472
0.21625431,0.26013935,0.59579736
0.21616077,0.27077606,0.59666854
0.21607777,0.28156772,0.59745747
0.21601416,0.2925263,0.59810871
0.21596055,0.30373287,0.59859967
0.21591231,0.31514832,0.59902036
0.21587454,0.32674935,0.59935302
0.21585131,0.33857653,0.59958029
0.23131441,0.10455295,0.5844866
0.23128271,0.11365716,0.58480686
0.23125102,0.12275939,0.58511925
0.23121932,0.13185976,0.58543003
0.2311857,0.14101209,0.58575684
0.23111558,0.15043657,0.58632499
0.23102465,0.15999503,0.58706313
0.23093377,0.16954963,0.58781081
0.23084234,0.17913048,0.58856612
0.23074226,0.18889479,0.58937842
0.23062535,0.19882755,0.5902366
0.23050241,0.20879391,0.59115773
0.23037931,0.21877953,0.59209007
0.23025499,0.22892395,0.59303612
0.23013273,0.23921818,0.59398699
0.23001514,0.2496376,0.59489107
0.22990319,0.26013592,0.59578085
0.22979368,0.27078101,0.59664959
0.22969675,0.28158143,0.59743685
0.2296197,0.29254818,0.59808755
0.22955683,0.30376005,0.59857875
0.22950146,0.31517959,0.59899998
0.22945856,0.32678384,0.59933323
0.22943191,0.33861285,0.59956092
