"Points:0","Points:1","Points:2"
0.10707188,0.1044418,0.58090204
0.10706854,0.11332317,0.58128875
0.1070652,0.1222019,0.58166558
0.10706187,0.13107812,0.58203959
0.10705844,0.14000422,0.58242959
0.10705286,0.14919005,0.58307576
0.1070447,0.15848938,0.5839566
0.10703653,0.16778322,0.58484638
0.10702834,0.17710176,0.5857414
0.1070197,0.18659617,0.5866949
0.1070103,0.19624647,0.58769566
0.1070003,0.20594671,0.58877456
0.10699023,0.21567628,0.58986807
0.10698005,0.22555983,0.59097588
0.10696994,0.23558497,0.5920881
0.10696039,0.24572547,0.5931496
0.1069513,0.25595164,0.59418219
0.10694233,0.26632503,0.59518582
0.10693382,0.27685025,0.59610009
0.10692641,0.28754163,0.59686899
0.10692108,0.29850104,0.59746414
0.10691742,0.30980766,0.59792024
0.1069143,0.32130551,0.59828526
0.10691193,0.33303252,0.59854406
0.12121564,0.10444205,0.58089739
0.12120562,0.11332393,0.58128375
0.12119561,0.12220315,0.58166051
0.12118561,0.13107985,0.58203453
0.12117532,0.14000644,0.58242452
0.12115858,0.14919287,0.58307064
0.12113409,0.1584923,0.58395153
0.12110958,0.16778623,0.58484137
0.12108502,0.17710486,0.58573639
0.12105911,0.18659942,0.58669001
0.12103093,0.19625004,0.58769071
0.12100091,0.20595022,0.58876967
0.1209707,0.21567971,0.58986336
0.12094015,0.22556321,0.59097123
0.12090981,0.23558849,0.59208357
0.12088117,0.24572928,0.59314525
0.12085391,0.25595564,0.59417802
0.12082697,0.26632923,0.5951817
0.12080147,0.27685469,0.59609622
0.12077924,0.28754628,0.59686542
0.12076324,0.29850602,0.59746081
0.12075225,0.30981299,0.59791696
0.12074289,0.32131103,0.5982821
0.12073579,0.33303803,0.5985409
0.13535941,0.1044423,0.5808925
0.1353427,0.11332467,0.58127868
0.13532603,0.12220439,0.5816555
0.13530935,0.1310816,0.58202946
0.1352922,0.14000867,0.58241946
0.13526429,0.14919567,0.58306545
0.13522348,0.15849522,0.58394647
0.13518265,0.16778924,0.5848363
0.1351417,0.17710796,0.58573145
0.13509852,0.18660267,0.58668506
0.13505155,0.1962536,0.58768576
0.13500153,0.20595372,0.58876485
0.13495117,0.21568312,0.58985859
0.13490026,0.22556658,0.59096658
0.13484968,0.23559201,0.59207904
0.13480194,0.24573308,0.5931409
0.13475652,0.25595966,0.59417379
0.13471162,0.26633343,0.59517759
0.13466911,0.27685913,0.59609228
0.13463207,0.28755093,0.59686184
0.13460541,0.298511,0.59745741
0.13458708,0.3098183,0.59791368
0.13457148,0.32131654,0.59827888
0.13455963,0.33304352,0.5985378
0.14950317,0.10444254,0.58088762
0.14947978,0.11332542,0.58127367
0.14945643,0.12220564,0.58165044
0.14943309,0.13108332,0.58202446
0.14940909,0.14001089,0.58241439
0.14937001,0.14919849,0.58306032
0.14931288,0.15849814,0.5839414
0.14925571,0.16779225,0.5848313
0.14919838,0.17711106,0.5857265
0.14913793,0.18660592,0.58668011
0.14907219,0.19625716,0.58768082
0.14900213,0.20595722,0.58876002
0.14893164,0.21568654,0.58985388
0.14886037,0.22556996,0.59096199
0.14878957,0.23559552,0.59207451
0.14872272,0.24573688,0.59313655
0.14865912,0.25596368,0.59416956
0.14859627,0.26633763,0.59517348
0.14853676,0.27686357,0.59608841
0.14848489,0.28755561,0.5968582
0.14844756,0.29851595,0.59745407
0.14842191,0.30982363,0.59791034
0.14840007,0.32132205,0.59827566
0.14838348,0.33304903,0.5985347
0.16339059,0.10444169,0.58089709
0.1633682,0.11332286,0.58128297
0.1633458,0.12220139,0.58165938
0.1633234,0.13107739,0.58203292
0.16330016,0.14000329,0.58242249
0.16325919,0.14918955,0.58306748
0.16320056,0.15848836,0.58394736
0.16314177,0.16778167,0.58483613
0.16308263,0.1770997,0.58573008
0.16301955,0.18659393,0.58668244
0.1629492,0.1962451,0.58768177
0.16287395,0.20594633,0.58875948
0.16279806,0.21567701,0.58985192
0.16272119,0.22556187,0.5909586
0.16264501,0.2355893,0.59206975
0.16257198,0.24573305,0.59313065
0.16250247,0.25596276,0.5941627
0.16243395,0.26633975,0.59516585
0.16236991,0.27686882,0.59608018
0.16231598,0.28756386,0.59684974
0.16227533,0.29852659,0.59744549
0.16224509,0.30983582,0.59790188
0.16221981,0.32133541,0.59826732
0.1622016,0.33306313,0.59852642
0.17724247,0.10444059,0.58091062
0.17722182,0.11331956,0.58129591
0.17720115,0.1221959,0.58167171
0.17718048,0.13106972,0.58204478
0.17715879,0.13999343,0.58243382
0.17711656,0.14917792,0.58307761
0.17705789,0.15847568,0.58395588
0.17699902,0.16776794,0.5848431
0.1769397,0.17708494,0.58573556
0.17687565,0.18657832,0.58668625
0.17680222,0.1962294,0.58768386
0.17672338,0.20593201,0.5887596
0.17664386,0.21566433,0.58985007
0.17656332,0.22555096,0.59095478
0.17648397,0.23558076,0.59206414
0.17640647,0.24572755,0.59312344
0.17633273,0.255961,0.5941543
0.1762604,0.26634187,0.59515631
0.17619395,0.27687505,0.59606987
0.17614047,0.28757396,0.59683907
0.17609763,0.29853985,0.59743464
0.17606315,0.30985123,0.59789115
0.17603491,0.32135239,0.59825671
0.17601576,0.3330811,0.59851593
0.19109437,0.10443948,0.58092439
0.19107546,0.11331626,0.58130884
0.19105652,0.12219041,0.58168411
0.19103757,0.13106205,0.58205664
0.19101742,0.13998356,0.58244509
0.19097392,0.1491663,0.58308774
0.19091523,0.158463,0.58396441
0.19085625,0.1677542,0.58485007
0.19079676,0.17707017,0.58574104
0.19073175,0.1865627,0.58669013
0.19065523,0.19621368,0.58768594
0.1905728,0.20591767,0.58875966
0.19048966,0.21565165,0.58984816
0.19040546,0.22554006,0.59095103
0.19032291,0.23557222,0.59205854
0.19024095,0.24572206,0.59311628
0.19016297,0.25595924,0.59414589
0.19008684,0.26634401,0.59514678
0.190018,0.27688125,0.59605956
0.18996496,0.2875841,0.5968284
0.18991992,0.29855311,0.59742379
0.18988121,0.30986661,0.59788036
0.18985003,0.32136938,0.59824604
0.18982993,0.33309907,0.59850538
0.20501561,0.1044382,0.58094358
0.20499589,0.11331244,0.58132684
0.20497616,0.12218405,0.58170146
0.20495644,0.13105318,0.58207321
0.20493534,0.13997218,0.58246094
0.20488718,0.14915285,0.58310217
0.20482327,0.15844829,0.58397675
0.20475926,0.16773827,0.58486044
0.20469482,0.17705305,0.58574939
0.20462412,0.1865446,0.58669639
0.20453972,0.19619536,0.58769
0.20444888,0.205901,0.58876127
0.20435756,0.21563689,0.58984733
0.20426536,0.22552736,0.59094787
0.20417556,0.23556215,0.59205317
0.20408536,0.24571532,0.59310895
0.20400007,0.25595674,0.59413719
0.20391734,0.26634592,0.59513682
0.2038435,0.27688771,0.59604865
0.20378852,0.28759494,0.59681708
0.20373949,0.29856741,0.59741223
0.20369609,0.30988309,0.59786898
0.20366158,0.32138747,0.59823483
0.2036401,0.33311817,0.59849429
0.21917096,0.10443565,0.5809896
0.21914241,0.11330479,0.5813719
0.21911386,0.12217134,0.58174485
0.21908534,0.13103543,0.58211505
0.21905513,0.1399494,0.58250111
0.21899284,0.14912583,0.58313918
0.21890722,0.15841863,0.58400905
0.21882142,0.167706,0.58488816
0.21873514,0.17701821,0.58577257
0.21864128,0.18650748,0.58671492
0.21853204,0.19615769,0.58770347
0.2184156,0.20586643,0.58876884
0.21829847,0.21560599,0.58984923
0.21818018,0.22550032,0.59094405
0.2180641,0.23553987,0.592044
0.21795017,0.24569988,0.59309524
0.21784464,0.25595054,0.59412032
0.21774237,0.26634935,0.59511727
0.21765073,0.2769011,0.5960272
0.21757865,0.28761771,0.59679472
0.21751717,0.29859689,0.59738976
0.21746616,0.3099165,0.5978471
0.21742584,0.32142395,0.59821355
0.21740022,0.33315659,0.59847349
0.23332615,0.10443301,0.58103788
0.23328865,0.1132969,0.5814184
0.23325118,0.12215822,0.58178961
0.23321372,0.13101712,0.58215809
0.23317426,0.13992588,0.58254248
0.23309736,0.14909796,0.58317715
0.23298958,0.15838803,0.58404213
0.23288161,0.16767272,0.58491641
0.2327731,0.1769823,0.58579606
0.23265557,0.18646926,0.58673352
0.23252073,0.19611897,0.58771676
0.23237801,0.2058309,0.58877599
0.23223446,0.21557423,0.58985037
0.2320895,0.22547255,0.59093934
0.23194648,0.23551716,0.59203357
0.23180813,0.24568437,0.59308004
0.23168172,0.25594464,0.59410179
0.2315594,0.26635355,0.59509593
0.23144975,0.27691576,0.59600389
0.23136017,0.28764227,0.59677052
0.23128574,0.29862866,0.5973655
0.23122674,0.30995268,0.5978235
0.23118052,0.32146353,0.59819061
0.23115073,0.33319822,0.59845108
0.24748132,0.10443038,0.58108658
0.24743488,0.11328901,0.58146489
0.24738848,0.12214512,0.58183438
0.24734211,0.13099882,0.58220118
0.2472934,0.13990238,0.58258379
0.2472019,0.1490701,0.58321518
0.247072,0.15835746,0.58407521
0.24694185,0.16763946,0.58494467
0.24681112,0.17694642,0.5858196
0.24666993,0.18643105,0.58675212
0.24650951,0.19608025,0.58773005
0.24634051,0.20579538,0.5887832
0.24617052,0.21554248,0.5898515
0.24599889,0.22544479,0.59093457
0.24582893,0.23549443,0.59202319
0.24566612,0.24566884,0.5930649
0.2455188,0.25593877,0.59408319
0.24537641,0.26635772,0.59507453
0.24524876,0.27693042,0.59598053
0.24514166,0.28766683,0.59674633
0.2450543,0.2986604,0.59734118
0.24498731,0.30998886,0.59779984
0.2449352,0.3215031,0.59816766
0.24490121,0.33323988,0.59842861
0.26155382,0.10442737,0.58114219
0.261502,0.11328003,0.5815177
0.26145023,0.12213019,0.58188504
0.26139843,0.13097797,0.58224976
0.26134399,0.13987565,0.58263028
0.26124132,0.14903833,0.58325785
0.26109514,0.15832311,0.58411187
