"Points:0","Points:1","Points:2"
0.10738958,0.10404816,0.5685184
0.10738813,0.11213967,0.56907809
0.10738667,0.12022518,0.56962603
0.1073852,0.12830479,0.57017028
0.10738365,0.13642596,0.57073265
0.10737995,0.14477387,0.57158458
0.1073745,0.15321103,0.57283509
0.10736965,0.16165715,0.57415408
0.10736475,0.17012234,0.57547313
0.10735942,0.17874266,0.57685626
0.10735334,0.18749991,0.57828945
0.1073459,0.19632536,0.57982546
0.10733774,0.2052125,0.58147478
0.10732953,0.21423869,0.58314013
0.10732135,0.22339794,0.58479738
0.10731374,0.23266785,0.58638591
0.10730655,0.24202858,0.58791953
0.10729765,0.25157133,0.58934516
0.1072888,0.26129222,0.59063393
0.10728106,0.2711761,0.59175861
0.10727548,0.28131664,0.59269655
0.10727235,0.29190984,0.5934307
0.10726934,0.30303827,0.59392393
0.10726673,0.31449199,0.59426999
0.12216875,0.10404817,0.56850535
0.12216438,0.11213972,0.56906456
0.12216,0.12022526,0.56961244
0.12215561,0.12830491,0.57015669
0.12215094,0.13642611,0.570719
0.12213986,0.14477415,0.57157093
0.12212352,0.15321115,0.57282186
0.12210895,0.16165751,0.57414114
0.12209425,0.17012294,0.57546043
0.12207828,0.17874356,0.57684374
0.12206002,0.18750125,0.57827711
0.12203772,0.19632684,0.57981354
0.12201323,0.20521469,0.58146363
0.12198858,0.2142418,0.58312964
0.12196406,0.22340214,0.58478755
0.12194121,0.23267326,0.58637679
0.12191968,0.24203502,0.58791095
0.12189295,0.25157803,0.58933735
0.1218664,0.2612991,0.59062696
0.12184318,0.27118319,0.59175259
0.12182644,0.28132397,0.59269136
0.12181704,0.2919178,0.59342575
0.12180802,0.30304649,0.5939191
0.1218002,0.31449997,0.5942654
0.1369479,0.10404819,0.56849194
0.13694061,0.11213977,0.56905097
0.13693331,0.12022534,0.56959885
0.136926,0.12830503,0.57014304
0.13691823,0.13642627,0.57070535
0.13689975,0.14477444,0.57155722
0.13687252,0.15321128,0.57280868
0.13684826,0.16165787,0.57412821
0.13682374,0.17012353,0.57544774
0.13679713,0.17874445,0.57683122
0.1367667,0.18750259,0.57826477
0.13672952,0.19632831,0.57980162
0.13668872,0.20521688,0.58145249
0.13664764,0.21424492,0.58311921
0.13660678,0.22340634,0.58477771
0.1365687,0.23267867,0.58636761
0.1365328,0.24204144,0.58790237
0.13648826,0.25158474,0.58932948
0.13644399,0.26130602,0.59062004
0.1364053,0.27119026,0.59174657
0.13637739,0.28133133,0.59268612
0.13636173,0.29192573,0.59342086
0.1363467,0.30305475,0.59391433
0.13633367,0.31450796,0.59426081
0.15175197,0.10404822,0.56847817
0.15174071,0.11213988,0.56903696
0.15172948,0.12022552,0.56958485
0.15171826,0.1283053,0.57012904
0.15170641,0.1364266,0.57069129
0.15167922,0.14477493,0.57154316
0.15163915,0.15321162,0.57279509
0.15160319,0.16165845,0.57411492
0.15156709,0.17012435,0.57543468
0.15152812,0.17874555,0.57681841
0.15148386,0.18750414,0.57825214
0.1514302,0.19632998,0.57978952
0.15137139,0.20521922,0.5814411
0.15131235,0.21424817,0.58310848
0.15125383,0.22341067,0.5847677
0.15119943,0.23268417,0.58635825
0.15114827,0.24204795,0.58789366
0.15108517,0.2515915,0.58932149
0.15102272,0.26131296,0.59061295
0.15096818,0.27119741,0.59174049
0.15092883,0.28133872,0.59268081
0.15090668,0.29193372,0.59341592
0.15088548,0.30306304,0.59390944
0.15086721,0.31451595,0.59425616
0.166618,0.10404696,0.56848329
0.16659892,0.11213609,0.56904191
0.16657984,0.12021922,0.56958926
0.16656075,0.12829651,0.57013291
0.16654083,0.13641533,0.57069463
0.16650228,0.1447615,0.57154548
0.16644543,0.15319696,0.57279581
0.16638921,0.16164283,0.57411426
0.16633271,0.1701078,0.57543266
0.16627219,0.17872822,0.57681483
0.16620415,0.18748656,0.57824701
0.16612792,0.19631346,0.57978249
0.16604738,0.20520481,0.5814321
0.1659659,0.21423605,0.5830977
0.16588518,0.22340122,0.58475524
0.16580778,0.23267789,0.58634448
0.1657344,0.24204545,0.58787894
0.16565749,0.25159353,0.58930653
0.16558495,0.26131976,0.59059811
0.16552298,0.27120879,0.59172606
0.1654748,0.28135416,0.59266686
0.1654415,0.29195222,0.59340239
0.16541399,0.30308321,0.59389627
0.16539337,0.31453666,0.59424341
0.18144508,0.10404545,0.56849301
0.18141891,0.11213158,0.56905091
0.18139277,0.12021174,0.5695976
0.18136664,0.12828606,0.57014054
0.18133941,0.13640191,0.5707016
0.18129012,0.1447455,0.57155114
0.18121797,0.15317947,0.57279944
0.18114306,0.16162413,0.57411605
0.18106782,0.17008795,0.5754326
0.18098748,0.17870738,0.57681292
0.18089712,0.18746543,0.57824302
0.18079992,0.19629352,0.57977605
0.18069951,0.20518726,0.58142316
0.18059768,0.21422109,0.58308643
0.18049712,0.22338942,0.58474183
0.1803986,0.23266988,0.58632928
0.18030478,0.24204198,0.58786249
0.18021625,0.25159547,0.58928943
0.18013614,0.26132739,0.590581
0.18006967,0.27122197,0.59170926
0.18001421,0.28137216,0.59265053
0.17997029,0.29197404,0.59338647
0.17993709,0.30310714,0.59388065
0.17991489,0.31456143,0.59422821
0.19627213,0.10404395,0.56850308
0.19623891,0.11212708,0.56905991
0.19620572,0.12020425,0.56960595
0.19617254,0.1282756,0.57014823
0.19613802,0.1363885,0.57070863
0.19607799,0.1447295,0.57155687
0.19599056,0.15316197,0.57280302
0.19589697,0.16160546,0.5741179
0.195803,0.1700681,0.5754326
0.19570282,0.17868654,0.57681102
0.19559015,0.18744428,0.57823902
0.19547197,0.19627358,0.57976961
0.1953517,0.20516971,0.58141422
0.1952295,0.21420613,0.58307517
0.1951091,0.22337762,0.58472848
0.19498943,0.23266186,0.58631414
0.19487518,0.24203849,0.58784604
0.19477502,0.2515974,0.58927238
0.19468735,0.26133505,0.59056389
0.19461636,0.27123514,0.59169245
0.19455361,0.28139019,0.5926342
0.19449908,0.29199585,0.5933705
0.1944602,0.30313107,0.59386498
0.19443642,0.31458619,0.59421301
0.21096887,0.10404114,0.56853861
0.2109334,0.11211871,0.5690937
0.21089797,0.12019037,0.56963843
0.21086253,0.12825628,0.57017952
0.21082553,0.13636371,0.57073855
0.21075942,0.14469972,0.5715847
0.21066363,0.15312962,0.57282692
0.21056092,0.16157167,0.57413805
0.21045767,0.17003292,0.57544923
0.21034713,0.1786502,0.57682395
0.21022156,0.18740755,0.57824814
0.21008989,0.19623831,0.57977426
0.20995581,0.20513825,0.58141387
0.20981966,0.21417893,0.58307016
0.20968576,0.2233552,0.58471912
0.20955126,0.23264483,0.58630109
0.20942324,0.24202782,0.58783025
0.20931262,0.25159439,0.58925503
0.20921654,0.26134005,0.59054577
0.20914021,0.27124792,0.59167403
0.20906991,0.28140989,0.59261566
0.20900728,0.29202098,0.59335202
0.20896383,0.30315912,0.59384674
0.20893788,0.31461537,0.59419513
0.22580482,0.10403624,0.5686214
0.22576323,0.11210407,0.56917459
0.22572164,0.12016607,0.56971681
0.22568002,0.12822238,0.57025528
0.22563657,0.13632025,0.57081175
0.22555894,0.1446474,0.57165343
0.22544388,0.15307266,0.57288748
0.2253228,0.16151187,0.57419103
0.22520104,0.16997036,0.57549465
0.2250706,0.1785852,0.57686168
0.22492334,0.18734173,0.57827783
0.22476725,0.19617516,0.57979453
0.22460489,0.20508136,0.58142352
0.22444028,0.21412897,0.58306986
0.22427751,0.22331299,0.58470947
0.2241167,0.23261224,0.58628339
0.22396642,0.24200736,0.5878067
0.223831,0.25158831,0.58922786
0.22371063,0.26134896,0.59051621
0.22361065,0.27127126,0.59164327
0.22352143,0.28144515,0.59258437
0.22344804,0.29206544,0.59332073
0.22339772,0.30320904,0.5938158
0.22336571,0.31466776,0.59416497
0.24064071,0.10403127,0.56870663
0.24059284,0.11208922,0.56925708
0.24054496,0.12014141,0.56979662
0.24049707,0.12818797,0.57033247
0.24044698,0.13627614,0.57088619
0.24035726,0.14459434,0.57172322
0.24022248,0.15301484,0.57294881
0.24008259,0.16145116,0.5742445
0.2399419,0.16990684,0.57554042
0.23979102,0.17851922,0.57689953
0.23962127,0.18727501,0.57830733
0.23944013,0.19611114,0.57981431
0.23924881,0.20502369,0.5814324
0.23905511,0.21407837,0.58306849
0.23886281,0.2232704,0.5846985
0.23867491,0.2325796,0.58626413
0.23850171,0.24198721,0.58778143
0.23834096,0.25158295,0.58919871
0.2381961,0.2613591,0.59048474
0.23807204,0.27129629,0.59161061
0.23796335,0.28148261,0.59255129
0.23787887,0.29211262,0.59328759
0.23782155,0.30326203,0.59378314
0.23778343,0.31472334,0.59413308
0.25554353,0.10402644,0.56879175
0.25548694,0.1120748,0.56933892
0.25543043,0.12011746,0.56987566
0.25537395,0.12815456,0.57040882
0.25531501,0.13623329,0.57095981
0.25521001,0.14454275,0.57179219
0.25505018,0.15295859,0.57300931
0.25488546,0.16139202,0.57429707
0.25472033,0.1698449,0.57558519
0.25454384,0.17845479,0.5769363
0.25434661,0.1872098,0.57833582
0.25413585,0.19604857,0.57983309
0.25391075,0.20496733,0.58144039
0.25368357,0.21402895,0.58306623
0.25345802,0.2232289,0.5846867
0.25323996,0.23254795,0.58624417
0.25304136,0.24196796,0.58775538
0.25285351,0.25157842,0.58916897
0.25268304,0.26137006,0.59045267
0.25253403,0.2713221,0.59157753
0.25240523,0.28152081,0.59251779
0.25230911,0.29216051,0.59325421
0.25224447,0.30331567,0.59375024
0.25220022,0.31477958,0.59410101
0.27055648,0.10402127,0.56888521
0.27048725,0.11205937,0.56942809
0.27041808,0.12009187,0.56996125
0.27034891,0.12811892,0.57049084
0.27027687,0.13618763,0.57103831
0.27015296,0.14448792,0.57186508
0.26996225,0.15289938,0.57307172
0.26976112,0.16133003,0.57434958
0.26955941,0.16978022,0.57562804
0.26934454,0.17838781,0.57696933
0.26910645,0.18714233,0.57835865
0.26885295,0.19598499,0.57984412
0.26858535,0.20491208,0.58143848
0.26831424,0.21398272,0.58305204
0.26804432,0.22319257,0.58466095
0.26778403,0.23252368,0.58620852
0.26754448,0.24195878,0.58771265
0.26732358,0.2515884,0.58912235
0.26712555,0.26140016,0.59040421
0.26694947,0.27137163,0.59152836
0.2667987,0.2815868,0.5924688
0.26668492,0.29223901,0.59320575
0.2666094,0.30340108,0.59370279
0.26655835,0.31486803,0.59405488
0.28563252,0.10401557,0.56899565
0.28554839,0.11204235,0.56953472
0.28546429,0.12006365,0.57006335
0.28538021,0.12807959,0.57058847
0.28529274,0.13613726,0.57113123
0.28514391,0.14442757,0.57195061
0.284915,0.15283439,0.57314426
0.28467017,0.16126209,0.57440978
0.28442469,0.1697095,0.57567585
0.28416359,0.17831473,0.57700443
0.28387582,0.1870693,0.57838082
0.28356811,0.19591698,0.57985139
0.28324714,0.20485389,0.58142948
0.2829212,0.21393514,0.5830276
0.28259674,0.223157,0.58462185
0.28228456,0.23250355,0.58615714
0.28199232,0.24195778,0.58765262
0.28172663,0.25161102,0.58905709
0.28148952,0.26144764,0.59033644
0.28127971,0.27144337,0.59146041
0.28110307,0.28167918,0.59240198
0.28096637,0.29234758,0.59314036
0.280875,0.30351958,0.59363919
0.2808131,0.31499076,0.5939936
0.3007175,0.10400987,0.56910753
0.30061793,0.11202533,0.56964165
0.30051842,0.12003542,0.57016557
0.300419,0.12804027,0.57068604
0.30031568,0.1360869,0.57122415
0.30014092,0.14436722,0.57203603
0.29987305,0.15276936,0.57321656
0.29958364,0.16119418,0.57446951
0.29929343,0.16963881,0.57572311
0.29898497,0.17824171,0.57703888
0.29864618,0.18699637,0.5784021
0.29828286,0.19584909,0.57985771
0.2979072,0.20479584,0.58141941
0.29752511,0.21388778,0.58300185
0.29714459,0.22312182,0.58458138
0.29677898,0.23248395,0.58610427
0.29643252,0.24195753,0.58759087
0.29612067,0.25163466,0.58899003
0.29584342,0.26149648,0.59026688
0.29559878,0.27151686,0.59139079
0.29539517,0.28177375,0.5923335
0.29523471,0.29245871,0.59307349
0.29512724,0.30364081,0.59357417
0.29505414,0.31511632,0.5939309
0.31568688,0.104003,0.56924653
0.31557256,0.11200485,0.56977397
0.31545833,0.12000152,0.57029223
0.31534421,0.12799314,0.5708071
0.31522566,0.13602661,0.57133943
0.31502581,0.14429496,0.57214242
0.31472239,0.15269181,0.57330716
0.31439516,0.16111414,0.57454455
0.3140671,0.16955642,0.57578295
0.31371829,0.17815739,0.57708329
0.3133356,0.18691252,0.57843107
0.31292242,0.19577049,0.57986939
0.31249753,0.20472972,0.5814116
0.31206653,0.21383551,0.58297533
0.31163728,0.22308458,0.58453757
0.31122538,0.23246489,0.58604592
0.31083182,0.2419603,0.58752191
0.31047681,0.25166392,0.58891529
0.31016105,0.26155385,0.59018958
0.30988324,0.27160156,0.59131354
0.3096543,0.28188211,0.5922575
0.30947202,0.29258603,0.59299904
0.30935013,0.30377904,0.59350193
0.30926609,0.3152588,0.5938614
0.33072197,0.10399632,0.56938243
0.33058897,0.11198498,0.56990188
0.33045608,0.11996862,0.57041317
0.33032328,0.12794738,0.57092118
0.33018544,0.1359681,0.5714466
0.32995674,0.14422494,0.5722394
0.32960793,0.15261796,0.57338572
0.32923311,0.16103981,0.57460451
0.32885733,0.16948175,0.57582462
0.32845813,0.17808287,0.57710648
0.32802054,0.18684042,0.57843572
0.32754928,0.19570591,0.57985383
0.32706118,0.20468025,0.58137304
0.32656765,0.2138029,0.58291453
0.32607573,0.22307016,0.58445597
0.32560226,0.2324722,0.58594644
0.32515419,0.24199557,0.58741045
0.32474682,0.25173363,0.588799
0.32438168,0.26165968,0.59007263
0.32405978,0.27174306,0.5911988
0.32379466,0.28205445,0.59214658
0.32358658,0.29278144,0.59289223
0.32344964,0.30398631,0.59340012
0.32335308,0.31546947,0.59376562
0.3458285,0.1039904,0.56949288
0.34567353,0.11196737,0.5700047
0.34551868,0.1199395,0.57050866
0.34536397,0.12790692,0.57100952
0.34520346,0.13591646,0.57152766
0.34493822,0.14416324,0.57230949
0.34453523,0.15255368,0.57343662
0.34410423,0.16097634,0.5746358
0.34367213,0.16941924,0.57583678
0.34321347,0.17802177,0.57709944
0.34270963,0.18678281,0.5784086
0.34216827,0.19565693,0.57980579
0.34160498,0.20464724,0.58130133
0.34103674,0.2137877,0.58282006
0.34046984,0.22307412,0.58434045
0.33992165,0.23249947,0.58581227
0.3394053,0.24205253,0.58726501
0.33893192,0.25182691,0.58864981
0.33850485,0.26179138,0.58992463
0.33812967,0.2719138,0.59105635
0.33782044,0.28225929,0.59201157
0.33757907,0.29301241,0.59276468
0.33742088,0.30423152,0.59328061
0.33730891,0.3157177,0.59365469
0.36096856,0.10398524,0.56958252
0.36079058,0.11195195,0.57008696
0.36061281,0.11991389,0.57058352
0.36043531,0.12787119,0.57107705
0.36025116,0.13587062,0.57158786
0.35994688,0.14410815,0.57235932
0.35948581,0.15249665,0.57346803
0.35899523,0.16092148,0.57464778
0.358504,0.16936646,0.5758301
0.35798314,0.17797112,0.57707435
0.35741043,0.18673593,0.57836467
0.35679641,0.1956186,0.57974243
0.35615331,0.20462401,0.58121628
0.35550588,0.21378115,0.58271402
0.35486031,0.22308558,0.5842151
0.35423431,0.23253317,0.58566993
0.35364717,0.2421151,0.58711255
0.35310537,0.25192514,0.5884949
0.35261416,0.26192749,0.58977222
0.35218388,0.27208862,0.59091055
0.35182881,0.28246784,0.59187406
0.35155329,0.29324687,0.59263521
0.35137326,0.30447978,0.59315962
0.35124543,0.31596884,0.59354252
0.37616274,0.10398459,0.56956112
0.37595925,0.11194998,0.57005674
0.37575606,0.11991058,0.57054466
0.37555313,0.12786652,0.57102966
0.37534264,0.13586457,0.57153213
0.3749963,0.14410138,0.57229334
0.37447408,0.15249483,0.57338423
0.3739185,0.16092747,0.5745433
0.37336221,0.16937986,0.57570589
0.37277269,0.17799164,0.57693118
0.37212434,0.1867647,0.57820278
0.37143049,0.19565888,0.57956225
0.37070245,0.20468165,0.58101827
0.36996788,0.21385697,0.58249915
0.36923507,0.22318062,0.58398515
0.36852252,0.23265138,0.58542711
0.36785111,0.24226259,0.58686477
0.36723155,0.25210851,0.58825594
0.36666739,0.26214835,0.58954948
0.36617383,0.27234831,0.59070677
0.36576521,0.28276175,0.59168971
0.36544806,0.29356578,0.5924685
0.36524159,0.30480459,0.5930084
0.36509463,0.31628636,0.59340638
0.39155388,0.1039883,0.56943047
0.3913196,0.11196116,0.56991702
0.39108568,0.11992924,0.57039613
0.39085206,0.12789269,0.57087255
0.39060989,0.13589829,0.57136661
0.39021325,0.14414304,0.5721184
0.38961753,0.15254937,0.57319283
0.38898584,0.16099735,0.57433188
0.38835344,0.16946481,0.57547545
0.38768408,0.17809168,0.57668269
0.386949,0.1868798,0.57793635
0.38615984,0.19578776,0.57927978
0.3853316,0.20482838,0.58072096
0.38449502,0.21402198,0.58218789
0.38366008,0.22336492,0.58366233
0.38284391,0.23285766,0.5850938
